chrom	start	end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr21	15065159	15070734	ukb24310_c21_b753_v1.chunk2	file-J1684X0J9XG25YPpbzFV22xx	file-J1684Y8J9XG6kjp5GfQJQ65J	file-J1684YQJ9XGG76p95P746ZG9	file-J1684YjJ9XG2PZVYFBY7v59k
chr21	15070736	15076204	ukb24310_c21_b753_v1.chunk3	file-J1684p0J9XGP9P84Zz0fJqjz	file-J1684qQJ9XGPQQ0zjgKBYK23	file-J1684qjJ9XGGJ9Bgyjb4J7bb	file-J1684v0J9XGP9P84Zz0fJqk4
chr21	15031002	15035803	ukb24310_c21_b751_v1.chunk3	file-J1684qQJ9XG83ZB5g33b6qXk	file-J1684vjJ9XG2y5kJqyk88b6Q	file-J1684x0J9XG0k9QYGQKgY9FV	file-J1684x8J9XGGFf4B9qqYZ18P
chr21	14511639	14519989	ukb24310_c21_b725_v1.chunk3	file-J1686x8J9XG6Kxy03848J6Zb	file-J168700J9XG4J9F0QJZKZ043	file-J168700J9XG57Vz5Jq51f5kV	file-J168708J9XG5X48XvFKfbk42
chr21	14411875	14419987	ukb24310_c21_b720_v1.chunk3	file-J168708J9XG6Kxy03848J6b5	file-J16871jJ9XG2PZVYFBY7xGg5	file-J168720J9XG7xj5q2kYYK3p1	file-J168728J9XG7bgkPxy07ZPZz
chr21	14491633	14500000	ukb24310_c21_b724_v1.chunk3	file-J1687X8J9XGP9P84Zz0fJv76	file-J1687Z0J9XG2gg0Bkfy54Xz2	file-J1687Z8J9XG2gg0Bkfy54Y1V	file-J1687Z8J9XG7xj5q2kYYKgVv
chr21	14551590	14560000	ukb24310_c21_b727_v1.chunk3	file-J1687fQJ9XG7bgkPxy07ZPvB	file-J1687j8J9XG69p73bjV0zjFq	file-J1687j8J9XGGFf4B9qqYZ1x7	file-J1687jQJ9XGGFf4B9qqYZ1xF
chr21	14451379	14459998	ukb24310_c21_b722_v1.chunk3	file-J1687yQJ9XGGJ9Bgyjb4J8BX	file-J168808J9XG7xj5q2kYYKgZ6	file-J16880QJ9XG7bgkPxy07ZPyj	file-J16880jJ9XGP9P84Zz0fJvFg
chr21	14537160	14539999	ukb24310_c21_b726_v1.chunk4	file-J15vQB8J547y769653xkX71P	file-J15vQF0J547XZyQ1qXP9G8k5	file-J15vQF8J547Vj3gFJfpX2vjy	file-J15vQFQJ547XZyQ1qXP9G8kJ
chr21	14635307	14640000	ukb24310_c21_b731_v1.chunk4	file-J15vYF0J547kZPj7b5xYBPZx	file-J15vYG8J547QFb9GV62G4qbg	file-J15vYG8J547z5jV91bpJk4P9	file-J15vYGQJ547qq72XggjQ9yYx
chr21	14476269	14480000	ukb24310_c21_b723_v1.chunk4	file-J15vYYQJ547QFb9GV62G4qf2	file-J15vYZjJ547ZzvzJFjk0qB07	file-J15vYb0J547f1x680061P2bv	file-J15vYb0J547zg0gFJVGzP800
chr21	14577225	14579998	ukb24310_c21_b728_v1.chunk4	file-J15vZJQJ547x86jyPg83Kxyz	file-J15vZKjJ547VGGZ1pgXB2z7K	file-J15vZP0J547XZjVZF7Zp2Yx8	file-J15vZP8J547vBg6yXkfy1kJ9
chr21	14600001	14605856	ukb24310_c21_b730_v1.chunk1	file-J15vbFQJ547bX48XvFKf6Xgj	file-J15vbGjJ547y769653xkX7vy	file-J15vbJ0J547yqFbZXfVFVgFZ	file-J15vbJ8J547pv38Jx9YxgP9Y
chr21	14531336	14537159	ukb24310_c21_b726_v1.chunk3	file-J15vbb0J547y769653xkX7yK	file-J15vbf8J547bQ2qKqq62xBP8	file-J15vbfQJ547z0b53v9v5f3x7	file-J15vbfQJ547zKK3fbFFkzPvb
chr21	14629679	14635306	ukb24310_c21_b731_v1.chunk3	file-J15vbj0J547xqxgQxk37gQ9y	file-J15vbkQJ547yqFbZXfVFVgJV	file-J15vbkjJ547yqFbZXfVFVgJY	file-J15vbp0J547qvpvJgp7KYkgp
chr21	14465943	14471783	ukb24310_c21_b723_v1.chunk2	file-J15vbk8J547XZjVZF7Zp2Z2g	file-J15vbpQJ547Z762x7b5Jb944	file-J15vbpjJ547bX48XvFKf6Xpb	file-J15vbq0J547jB1Gq27kKGb5X
chr21	14520011	14525825	ukb24310_c21_b726_v1.chunk1	file-J15vbxjJ547bX48XvFKf6Xpg	file-J15vbzQJ547jB1Gq27kKGb64	file-J15vbzjJ547j9bY3KKK33QxX	file-J15vf00J547jB1Gq27kKGb66
chr21	14560007	14565714	ukb24310_c21_b728_v1.chunk1	file-J15vbyQJ547j9bY3KKK33Qx3	file-J15vf00J547z1F1j6j078K7P	file-J15vf08J547xqxgQxk37gQBk	file-J15vf0QJ547YvZbg0K8qYX5K
chr21	14565717	14571350	ukb24310_c21_b728_v1.chunk2	file-J15vf48J547YvZbg0K8qYX5Y	file-J15vf5QJ547VGGZ1pgXB2zKy	file-J15vf5jJ547yqFbZXfVFVgK8	file-J15vf60J547vBg6yXkfy1kXq
chr21	14571353	14577224	ukb24310_c21_b728_v1.chunk3	file-J15vf80J547y56g9f8ZF0gZ1	file-J15vfB0J547y56g9f8ZF0gZ3	file-J15vfB8J547y769653xkX7zF	file-J15vfBQJ547XZjVZF7Zp2Z3j
chr21	14480001	14485902	ukb24310_c21_b724_v1.chunk1	file-J15vf88J547x2BVV75jQFQV9	file-J15vfB0J547kXkvqZGvQ9X0K	file-J15vfB8J547yQvZ0124kZbvq	file-J15vfBQJ547q623yKZqj2yZZ
chr21	14525830	14531330	ukb24310_c21_b726_v1.chunk2	file-J15vfKQJ547ppqJQx1Q6z6q9	file-J15vfQ0J547yQvZ0124kZbx1	file-J15vfQ0J547kXkvqZGvQ9X0Z	file-J15vfQ8J547q623yKZqj2yZj
chr21	14420003	14425747	ukb24310_c21_b721_v1.chunk1	file-J15vfgQJ547kXkvqZGvQ9X21	file-J15vfk0J547j9bY3KKK33V0Z	file-J15vfk0J547j9bY3KKK33V0f	file-J15vfk8J547j9bY3KKK33V0j
chr21	14471785	14476268	ukb24310_c21_b723_v1.chunk3	file-J15vg3jJ547z1F1j6j078K8g	file-J15vg58J547y56g9f8ZF0gf0	file-J15vg5QJ547XZjVZF7Zp2ZK3	file-J15vg5jJ547pv38Jx9YxgPPP
chr21	14425748	14431494	ukb24310_c21_b721_v1.chunk2	file-J15vgJ8J547y769653xkX82f	file-J15vgKQJ547pfzgp6ygpXfYJ	file-J15vgKjJ547q623yKZqj2yp8	file-J15vgP0J547kXkvqZGvQ9X3Y
chr21	14411875	14419987	ukb24310_c21_b720_v1.chunk3	file-J15vkZQJ547ZVxJ68pfp2Q23	file-J15vkf8J547pgp0003vxBZk0	file-J15vkf8J547Q87K9yZq1Fjk1	file-J15vkfQJ547Q87K9yZq1Fjk3
chr21	14856490	14859992	ukb24310_c21_b742_v1.chunk4	file-J15ZgFjJ91Q6g5VqJj9j5ZZ3	file-J15ZgGjJ91QFzY4YXp3338J7	file-J15ZgGjJ91Q6fQzbzJGk4y3b	file-J15ZgJ0J91Q9J33VJxGyk1YQ
chr21	15116962	15119994	ukb24310_c21_b755_v1.chunk4	file-J15ZgjQJ91Q6Pp1YXB4jBfJp	file-J15Zgk8J91QFzY4YXp3338V0	file-J15ZgkQJ91QFzY4YXp3338V7	file-J15ZgkjJ91Q9J33VJxGyk1Z9
chr21	15111289	15116959	ukb24310_c21_b755_v1.chunk3	file-J15Zx10J91Q1GGZ1pgX9b53X	file-J15Zx28J91Q9JqfQb8Pq67kZ	file-J15Zx2QJ91QP744QjbjqfzFB	file-J15Zx2jJ91Q7Q5vqygGgvYQj
chr21	15105865	15111285	ukb24310_c21_b755_v1.chunk2	file-J15Zx70J91Q6Kxy0384785yg	file-J15Zx90J91QP744QjbjqfzFY	file-J15Zx98J91Q6Kxy0384785yp	file-J15Zx9QJ91Q9JqfQb8Pq67pB
chr21	14885247	14891472	ukb24310_c21_b744_v1.chunk2	file-J15Zx78J91QGgF3yK29Vy0F7	file-J15ZxB8J91QGgF3yK29Vy0FG	file-J15ZxBQJ91Q9JqfQb8Pq67pK	file-J15ZxBjJ91Q6Kxy0384785yx
chr21	14880003	14885241	ukb24310_c21_b744_v1.chunk1	file-J15ZxFQJ91Q7Q5vqygGgvYV9	file-J15ZxJ0J91Q9JqfQb8Pq67pQ	file-J15ZxJ8J91Q2qQ0f9yv2p6YX	file-J15ZxJQJ91QGgF3yK29Vy0FP
chr21	14891473	14896184	ukb24310_c21_b744_v1.chunk3	file-J15Zyx8J91Q1GGZ1pgX9b5X3	file-J15ZyyjJ91Q1k2p4k9zk8QFz	file-J15Zyz0J91QBv38Jx9YxGYj7	file-J15Zyz8J91Q1k2p4k9zk8QG1
chr21	15000003	15006209	ukb24310_c21_b750_v1.chunk1	file-J15Yx1jJq4z2fGBJB50XXG93	file-J15Yx38Jq4z42XyQyk4j50p2	file-J15Yx3QJq4z4J9F0QJZJkZ2V	file-J15Yx3QJq4zPQQ0zjgK9bFz5
chr21	15006211	15012186	ukb24310_c21_b750_v1.chunk2	file-J15Yx78Jq4z57Vz5Jq50p6YX	file-J15Yx90Jq4zFzY4YXp33330Y	file-J15Yx98Jq4z9J33VJxGyjvqQ	file-J15Yx9QJq4z8GX3Jq7Xj58Ff
chr21	15020001	15025753	ukb24310_c21_b751_v1.chunk1	file-J15Yx80Jq4z57Vz5Jq50p6Yb	file-J15Yx9QJq4z05qK3kG4g6GB6	file-J15Yx9jJq4z2fGBJB50XXGbp	file-J15YxB8Jq4z6fQzbzJGk4kFv
chr21	14800001	14804163	ukb24310_c21_b740_v1.chunk1	file-J15Yx90Jq4zGk099j6919p3G	file-J15YxBQJq4z1pz6GXF1B1Vq7	file-J15YxBjJq4z4kBZ1YXBjJjBx	file-J15YxF0Jq4zFYyK0G6Gb3qxJ
chr21	15080007	15085832	ukb24310_c21_b754_v1.chunk1	file-J15YxJ0Jq4zFYyK0G6Gb3qxk	file-J15YxP0Jq4zFYyK0G6Gb3qy5	file-J15YxP8Jq4z05qK3kG4g6GBZ	file-J15YxPQJq4z8GX3Jq7Xj58JB
chr21	15085834	15091596	ukb24310_c21_b754_v1.chunk2	file-J15YxJ8Jq4z4905PGkbYgpGg	file-J15YxPQJq4zFYyK0G6Gb3qy7	file-J15YxPQJq4z4905PGkbYgpGx	file-J15YxPjJq4z4kBZ1YXBjJjFY
chr21	14985980	14991882	ukb24310_c21_b749_v1.chunk2	file-J15YxZjJq4z4905PGkbYgpJ1	file-J15Yxg0Jq4z82KGfq3Vj336y	file-J15Yxg8Jq4z771f824yvQpF6	file-J15YxgQJq4zFzY4YXp33332X
chr21	14945995	14952412	ukb24310_c21_b747_v1.chunk2	file-J15Yxb0Jq4z3j3jYFq9KQ44Z	file-J15YxgjJq4zBgp0003vvyKxf	file-J15Yxj0Jq4z53gfJVGj2x62P	file-J15YxjQJq4z8GX3Jq7Xj58Jq
chr21	14804165	14808900	ukb24310_c21_b740_v1.chunk2	file-J15YxbjJq4z8GX3Jq7Xj58Jb	file-J15Yxj0Jq4z82KGfq3Vj3378	file-J15YxjQJq4z6Pp1YXB4jBVGQ	file-J15YxjjJq4z6fQzbzJGk4kJV
chr21	14980001	14985970	ukb24310_c21_b749_v1.chunk1	file-J15YxgjJq4z6fQzbzJGk4kJJ	file-J15Yxk8Jq4z9J33VJxGyjvx9	file-J15Yxk8Jq4z8GX3Jq7Xj58Jz	file-J15YxkQJq4z8QJ5KPv48VVQ2
chr21	14940002	14945990	ukb24310_c21_b747_v1.chunk1	file-J15Yxv0Jq4z6fQzbzJGk4kJx	file-J15Yxx8Jq4z6fQzbzJGk4kK1	file-J15YxxQJq4z6fQzbzJGk4kK3	file-J15YxxjJq4z82KGfq3Vj337p
chr21	15025754	15031000	ukb24310_c21_b751_v1.chunk2	file-J15Yxz0Jq4zFzY4YXp333335	file-J15Yy08Jq4z6Pp1YXB4jBVGy	file-J15Yy0QJq4z8QJ5KPv48VVQb	file-J15Yy0jJq4z6fQzbzJGk4kKv
chr21	15040006	15046334	ukb24310_c21_b752_v1.chunk1	file-J15YyJjJq4z82KGfq3Vj338x	file-J15YyP0Jq4zFzY4YXp33333y	file-J15YyP8Jq4z771f824yvQpGQ	file-J15YyPQJq4zFzY4YXp333340
chr21	15046335	15052369	ukb24310_c21_b752_v1.chunk2	file-J15YykQJq4z6Pp1YXB4jBVQz	file-J15YypjJq4z2X9bX6pY5gG97	file-J15Yyq0Jq4z4Q64VGf3Gpxz8	file-J15Yyq8Jq4z2ZyQ1qXP95Y1X
chr21	14952413	14959998	ukb24310_c21_b747_v1.chunk3	file-J15Yzy0Jq4zGFf4B9qqXQ0p0	file-J15YzzQJq4zGFf4B9qqXQ0p6	file-J15YzzjJq4z69p73bjVPyyg2	file-J15Z000Jq4z8357g78Byq37f
chr21	14991887	14999999	ukb24310_c21_b749_v1.chunk3	file-J15Z0qQJq4z4J9F0QJZJkZkK	file-J15Z0x0Jq4z7y205bb9ZvZXq	file-J15Z0x8Jq4zGgXBqF8Jz7Y69	file-J15Z0xQJq4zBgp0003vvyQ06
chr21	15091597	15100000	ukb24310_c21_b754_v1.chunk3	file-J15Z1FjJq4z7y205bb9ZvZZv	file-J15Z1JQJq4z1XPx8652yJPJY	file-J15Z1JjJq4z17qY34fX5zVpY	file-J15Z1K0Jq4zGQQyPXV2708Zv
chr21	15012190	15020000	ukb24310_c21_b750_v1.chunk3	file-J15Z1J8Jq4z17qY34fX5zVpP	file-J15Z1P0Jq4z5X48XvFKbgggB	file-J15Z1P8Jq4zJ86jyPg831jj6	file-J15Z1PQJq4z4762x7b5JBvPk
chr21	14937011	14939997	ukb24310_c21_b746_v1.chunk5	file-J15Yf18Jv8By56g9f8ZBZ9b7	file-J15Yf2QJv8BzKK3fbFFkZ7kg	file-J15Yf2jJv8Bz1F1j6j06xkB7	file-J15Yf2jJv8BzKK3fbFFkZ7kk
chr21	15035804	15039998	ukb24310_c21_b751_v1.chunk4	file-J15YfV0Jv8BqvpvJgp7K41Q5	file-J15YfX0Jv8BYvZbg0K8q94kq	file-J15YfX8Jv8BqvpvJgp7K41Q9	file-J15YfX8Jv8Bz0b53v9v5Bp4X
chr21	15040006	15046334	ukb24310_c21_b752_v1.chunk1	file-J15YkP0Jv8BfvfXV3XB80JG6	file-J15YkQjJv8BfvfXV3XB80JG8	file-J15YkV0Jv8BXZyQ1qXP95X5p	file-J15YkV8Jv8BfvfXV3XB80JGK
chr21	14929662	14932914	ukb24310_c21_b746_v1.chunk3	file-J15YkQ0Jv8BkJqfQb8Pq62fj	file-J15YkV8Jv8BQPZFj78Z9372j	file-J15YkVQJv8BY92gfPFQ18x71	file-J15YkVjJv8BY92gfPFQ18x73
chr21	14920001	14926018	ukb24310_c21_b746_v1.chunk1	file-J15Ykf0Jv8ByZ6fQ4f02bjyk	file-J15YkgQJv8BxZ37Zf9Bb897y	file-J15YkgjJv8BVj3gFJfpVZg75	file-J15Ykj0Jv8BfKxy03847808Y
chr21	15020001	15025753	ukb24310_c21_b751_v1.chunk1	file-J15YkgQJv8BfKxy03847808Q	file-J15Ykk0Jv8BkZPj7b5xY0qJ5	file-J15Ykk8Jv8BvgF3yK29Vxqb1	file-J15YkkQJv8BXqQ0f9yv2p1Pz
chr21	14932915	14937010	ukb24310_c21_b746_v1.chunk4	file-J15Ykj8Jv8BjQJ5KPv48VV12	file-J15YkkQJv8BfvfXV3XB80JGx	file-J15YkkjJv8BZ6J0g1gVJ0VgX	file-J15Ykp0Jv8BVj3gFJfpVZg7B
chr21	14783955	14788750	ukb24310_c21_b739_v1.chunk2	file-J15YkpQJv8BZ6J0g1gVJ0Vgf	file-J15YkvjJv8BXyVY1x9Xp2x94	file-J15Ykx0Jv8BZ6J0g1gVJ0Vgp	file-J15Ykx8Jv8BvgF3yK29Vxqf1
chr21	14926019	14929660	ukb24310_c21_b746_v1.chunk2	file-J15YkpQJv8BkJqfQb8Pq62gV	file-J15Ykx0Jv8BfvfXV3XB80JGz	file-J15Ykx8Jv8BfvfXV3XB80JJ1	file-J15YkxQJv8BxBBqJQVg3v6Kf
chr21	15046335	15052369	ukb24310_c21_b752_v1.chunk2	file-J15YkqjJv8BfKxy03847809Z	file-J15YkxjJv8BjGX3Jq7Xj5838	file-J15Yky0Jv8BkJ33VJxGyjvX1	file-J15Yky8Jv8BkJ33VJxGyjvX3
chr21	14780001	14783948	ukb24310_c21_b739_v1.chunk1	file-J15Yp5QJv8BfPp1YXB4jBQzb	file-J15Yp78Jv8BjGX3Jq7Xj5841	file-J15Yp7QJv8BkJ33VJxGyjvY1	file-J15Yp7QJv8BjGX3Jq7Xj5843
chr21	14788751	14793574	ukb24310_c21_b739_v1.chunk3	file-J15Yp60Jv8BgQ5vqygGgvK27	file-J15Yp7jJv8BfKxy0384780Bk	file-J15Yp80Jv8BXqQ0f9yv2p1VJ	file-J15Yp88Jv8Bz744QjbjqfpJ3
chr21	15100003	15105852	ukb24310_c21_b755_v1.chunk1	file-J15Yp90Jv8Bbk91k3zX491qX	file-J15YpB8Jv8BkJqfQb8Pq62zP	file-J15YpBQJv8BvgF3yK29Vxqfz	file-J15YpBjJv8Bz744QjbjqfpJB
chr21	15025754	15031000	ukb24310_c21_b751_v1.chunk2	file-J15YpF8Jv8BXqQ0f9yv2p1Vj	file-J15YpGQJv8BQPZFj78Z9375Z	file-J15YpGjJv8BkY33gZ2V99Pkx	file-J15YpJ0Jv8BxZ37Zf9Bb89BF
chr21	15080007	15085832	ukb24310_c21_b754_v1.chunk1	file-J15Yq9jJv8BfvfXV3XB80JQ6	file-J15YqF0Jv8Bf521vPZG5Z3QX	file-J15YqF8Jv8BVPBP6vfpJ03q8	file-J15YqFQJv8BVPBP6vfpJ03qB
chr21	15052370	15059998	ukb24310_c21_b752_v1.chunk3	file-J15Yv70Jv8BxqxgQxk37J9Vk	file-J15Yv8QJv8Bj9bY3KKK2Z20Q	file-J15Yv8jJv8BYvZbg0K8q95Bf	file-J15Yv8jJv8BqvpvJgp7K421q
chr21	14793578	14800000	ukb24310_c21_b739_v1.chunk4	file-J15Yx48Jv8BZ2XyQyk4j50p4	file-J15Yx5jJv8Bb7Vz5Jq50p6YF	file-J15Yx60Jv8Bb7Vz5Jq50p6YJ	file-J15Yx68Jv8BzQQ0zjgK9bFz7
chr21	15012190	15020000	ukb24310_c21_b750_v1.chunk3	file-J15Yy88Jv8BzpgXk217zV3Gf	file-J15Yy9jJv8Bq623yKZqgq8Fy	file-J15YyB0Jv8BppqJQx1Q6jYzF	file-J15YyB8Jv8BppqJQx1Q6jYzJ
chr21	14436799	14439999	ukb24310_c21_b721_v1.chunk4	file-J15Yb20J02QP1F1j6j06xk7y	file-J15Yb3jJ02Q7y205bb9ZvYYq	file-J15Yb40J02Q3jqFz9gXzQbJy	file-J15Yb48J02Q3jqFz9gXzQbK0
chr21	14856490	14859992	ukb24310_c21_b742_v1.chunk4	file-J15YbJQJ02Q7y205bb9ZvYbG	file-J15YbKQJ02Q7y205bb9ZvYbQ	file-J15YbKjJ02Q087K9yZq0yvZ4	file-J15YbP0J02QJyp95Fy7gFj65
chr21	14776410	14780000	ukb24310_c21_b738_v1.chunk4	file-J15Yfb0J02Q7bgkPxy06Y2z6	file-J15Yff0J02QGBg6yXkfxgBKK	file-J15Yff8J02QGBg6yXkfxgBKQ	file-J15YffQJ02Q1k2p4k9zk88QB
chr21	14460001	14465942	ukb24310_c21_b723_v1.chunk1	file-J15YkFQJ02Q4kBZ1YXBjJg0f	file-J15YkGjJ02QGk099j6919kkV	file-J15YkJ0J02Q4905PGkbYgp3V	file-J15YkJ8J02QFYyK0G6Gb3qg2
chr21	14843671	14849821	ukb24310_c21_b742_v1.chunk2	file-J15YkVjJ02Q5Pyx2KQp9J47B	file-J15YkY8J02Q8B1Gq27kJyXxk	file-J15YkZ8J02Q6jP1xXP8v37F1	file-J15Ykb8J02QGBg6yXkfxgBbg
chr21	14860002	14866636	ukb24310_c21_b743_v1.chunk1	file-J15YkXQJ02Q2y5kJqyk78P7f	file-J15Ykb0J02QGBg6yXkfxgBbY	file-J15Ykb8J02Q8357g78Byq2JK	file-J15YkbQJ02QP9P84Zz0bKk1q
chr21	14825492	14831538	ukb24310_c21_b741_v1.chunk2	file-J15YkY0J02Q8357g78Byq2JF	file-J15YkbQJ02Q5Q2qKqq62V1pj	file-J15YkbjJ02Q3vZbg0K8q94zg	file-J15Ykf0J02QP1F1j6j06xp08
chr21	14808901	14814886	ukb24310_c21_b740_v1.chunk3	file-J15YkYjJ02QK769653xk89Zy	file-J15Ykf0J02Q89bY3KKK2Z1X3	file-J15Ykf8J02QP0b53v9v5Bq2f	file-J15YkfQJ02QFvpvJgp7K41fJ
chr21	14906428	14912715	ukb24310_c21_b745_v1.chunk2	file-J15YkjQJ02Q89bY3KKK2Z1X5	file-J15YkkjJ02QG76p95P72yvGp	file-J15Ykp0J02QP9P84Zz0bKk23	file-J15Ykp8J02Q7bgkPxy06Y3jV
chr21	14866638	14872712	ukb24310_c21_b743_v1.chunk2	file-J15Ykx0J02QG76p95P72yvJ1	file-J15YkyQJ02QJ86jyPg831gy9	file-J15YkyjJ02QB2bjzfXxX97b1	file-J15Ykz0J02Q4762x7b5JBkgz
chr21	14820001	14825491	ukb24310_c21_b741_v1.chunk1	file-J15Yp00J02QB2bjzfXxX97b7	file-J15Yp1QJ02Q6jP1xXP8v37Gf	file-J15Yp20J02Q4pBbjJ4qG936j	file-J15Yp28J02QJqxgQxk37J9F9
chr21	14431497	14436798	ukb24310_c21_b721_v1.chunk3	file-J15Yp18J02Q2gg0Bkfy3yZ9Q	file-J15Yp2jJ02Q6Kxy0384780B9	file-J15Yp30J02QP744QjbjqfpGQ	file-J15Yp30J02Q5k91k3zX4919q
chr21	14900003	14906426	ukb24310_c21_b745_v1.chunk1	file-J15Yp3QJ02Q6Kxy0384780BF	file-J15Yp50J02QP744QjbjqfpGb	file-J15Yp58J02Q2qQ0f9yv2p1V7	file-J15Yp58J02Q9JqfQb8Pq62yj
chr21	14912718	14920000	ukb24310_c21_b745_v1.chunk3	file-J15YpYQJ02QGgF3yK29Vxqjq	file-J15Ypb0J02QP1F1j6j06xp25	file-J15Ypb0J02Q89bY3KKK2Z1Yx	file-J15Ypb8J02Q5Q2qKqq62V1v6
chr21	14872713	14879997	ukb24310_c21_b743_v1.chunk3	file-J15Ypf0J02QP1F1j6j06xp27	file-J15YpgQJ02QJ2BVV75jzx869	file-J15YpgQJ02Q4pBbjJ4qG937z	file-J15YpgjJ02QB2bjzfXxX98K3
chr21	14849822	14856487	ukb24310_c21_b742_v1.chunk3	file-J15YpjjJ02QB2bjzfXxX98K5	file-J15Ypp0J02Q2ZyQ1qXP95XQq	file-J15Ypp8J02Q4pBbjJ4qG9385	file-J15YppQJ02QFvpvJgp7K41q9
chr21	14840004	14843670	ukb24310_c21_b742_v1.chunk1	file-J15YpkQJ02QJ86jyPg831j39	file-J15Ypq0J02QP1F1j6j06xp2b	file-J15Ypq8J02Q3vZbg0K8q954p	file-J15YpqQJ02QFvpvJgp7K41qF
chr21	14831542	14840000	ukb24310_c21_b741_v1.chunk3	file-J15YxJQJ02QFzY4YXp33331g	file-J15YxP0J02QKQvZ0124kJgzp	file-J15YxP8J02Q9XkvqZGvQ57fG	file-J15YxPQJ02QKj6GkbVp99pG0
chr21	14697162	14700000	ukb24310_c21_b734_v1.chunk4	file-J15Y238JYb5bFvxPPx1byzJf	file-J15Y248JYb5kgK81zxkBB34J	file-J15Y24QJYb5ZYjbyxz3YKy51	file-J15Y24QJYb5Q6g1yQZ8XbyJV
chr21	14676573	14679998	ukb24310_c21_b733_v1.chunk4	file-J15Y2JQJYb5XFFP8z8BkbqQ8	file-J15Y2KQJYb5Z905PGkbYgZPG	file-J15Y2KjJYb5vk099j6919Z9f	file-J15Y2P0JYb5qYyK0G6Gb3fk4
chr21	14595694	14599998	ukb24310_c21_b729_v1.chunk4	file-J15Y3Z0JYb5f1x6800618kFX	file-J15Y3b0JYb5f1x6800618kFf	file-J15Y3b0JYb5f1x6800618kFj	file-J15Y3b8JYb5qq72XggjQ2j5Y
chr21	14624798	14629678	ukb24310_c21_b731_v1.chunk2	file-J15Y6zQJYb5g71f824yvQ8jZ	file-J15Y70jJYb5yP147gfFJ4YxZ	file-J15Y710JYb5qGQqzVXJ4qX24	file-J15Y718JYb5QpK3fVXzXj43V
chr21	14500002	14506003	ukb24310_c21_b725_v1.chunk1	file-J15Y76jJYb5zB35xzGZgjJBx	file-J15Y780JYb5xG7j5bgPyZ1bz	file-J15Y788JYb5kGkP1Gj18393X	file-J15Y78QJYb5qFQ5689vyBBk4
chr21	14660003	14665870	ukb24310_c21_b733_v1.chunk1	file-J15Y7P8JYb5qGQqzVXJ4qX2q	file-J15Y7QQJYb5jB1Gq27kJyPKQ	file-J15Y7QjJYb5x2BVV75jzqB9v	file-J15Y7V0JYb5bX48XvFKbfz9q
chr21	14506006	14511638	ukb24310_c21_b725_v1.chunk2	file-J15Y7V0JYb5kJ33VJxGyjbfz	file-J15Y7X8JYb5z5jV91bpJXk2f	file-J15Y7XQJYb5ZzvzJFjk0bb19	file-J15Y7XjJYb5zg0gFJVGz8fz7
chr21	14620001	14624797	ukb24310_c21_b731_v1.chunk1	file-J15Y7Y8JYb5f1x6800618pxg	file-J15Y7b0JYb5kJ33VJxGyjbp2	file-J15Y7b8JYb5jQJ5KPv48VGyg	file-J15Y7bQJYb5qzY4YXp332yX0
chr21	14670924	14676570	ukb24310_c21_b733_v1.chunk3	file-J15Y7YjJYb5kvy6Z7KfxkVZv	file-J15Y7bQJYb5qq72XggjQ2k0k	file-J15Y7bjJYb5z5jV91bpJXk5G	file-J15Y7f0JYb5kvy6Z7KfxkVb5
chr21	14691702	14697161	ukb24310_c21_b734_v1.chunk3	file-J15Y7f8JYb5jQJ5KPv48VJ14	file-J15Y7gQJYb5jQJ5KPv48VJ18	file-J15Y7gjJYb5ffQzbzJGk4b8b	file-J15Y7j0JYb5j2KGfq3Vj2Gpb
chr21	14589977	14595693	ukb24310_c21_b729_v1.chunk3	file-J15Y7j8JYb5z5jV91bpJXk5Y	file-J15Y7kQJYb5ffQzbzJGk4b8j	file-J15Y7kjJYb5kJ33VJxGyjbvk	file-J15Y7p0JYb5qzY4YXp332yX9
chr21	14665874	14670923	ukb24310_c21_b733_v1.chunk2	file-J15Y7p0JYb5p2bjzfXxX796Y	file-J15Y7q8JYb5ZzvzJFjk0bb1p	file-J15Y7qQJYb5ZzvzJFjk0bb1v	file-J15Y7qjJYb5bYX94fZqpzfkg
chr21	14585403	14589976	ukb24310_c21_b729_v1.chunk2	file-J15Y7z8JYb5QFb9GV62FqXyg	file-J15Y80jJYb5zB35xzGZgjJGP	file-J15Y810JYb5kvy6Z7KfxkVfg	file-J15Y818JYb5zg0gFJVGz8g3f
chr21	14700003	14705776	ukb24310_c21_b735_v1.chunk1	file-J15Y80QJYb5qGQqzVXJ4qX40	file-J15Y820JYb5kGkP1Gj183973	file-J15Y828JYb5jQ8K5vgkfpV09	file-J15Y82QJYb5jQ8K5vgkfpV0F
chr21	14580009	14585402	ukb24310_c21_b729_v1.chunk1	file-J15Y8P0JYb5jQ8K5vgkfpV1Q	file-J15Y8QQJYb5jGX3Jq7Xj53zX	file-J15Y8QQJYb5fPp1YXB4jBJjj	file-J15Y8QjJYb5g71f824yvQ9FZ
chr21	14400001	14406379	ukb24310_c21_b720_v1.chunk1	file-J15Y8jjJYb5j2KGfq3Vj2J0V	file-J15Y8p0JYb5j2KGfq3Vj2J0Y	file-J15Y8p8JYb5jGX3Jq7Xj544F	file-J15Y8pQJYb5fPp1YXB4jBJkj
